PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28350071","Protective effects of oleanolic acid on oxidative stress and the expression of cytokines and collagen by the AKT/NF‑κB pathway in silicotic rats","Peng HB, Wang RX, Deng HJ, Wang YH, Tang JD, Cao FY, Wang JH.","Mol Med Rep. 2017 May;15(5):3121-3128. doi: 10.3892/mmr.2017.6402. Epub 2017 Mar 28.","Peng HB","Mol Med Rep","2017","2017/03/29","","","10.3892/mmr.2017.6402"
"23712928","Low socioeconomic status and mental health outcomes in colorectal cancer survivors: disadvantage? advantage?... or both?","Andrykowski MA, Aarts MJ, van de Poll-Franse LV, Mols F, Slooter GD, Thong MS.","Psychooncology. 2013 Nov;22(11):2462-9. doi: 10.1002/pon.3309. Epub 2013 May 28.","Andrykowski MA","Psychooncology","2013","2013/05/29","","","10.1002/pon.3309"
"33494438","Evaluation of Computationally Designed Peptides against TWEAK, a Cytokine of the Tumour Necrosis Factor Ligand Family","Badia-Villanueva M, Defaus S, Foj R, Andreu D, Oliva B, Sierra A, Fernandez-Fuentes N.","Int J Mol Sci. 2021 Jan 21;22(3):1066. doi: 10.3390/ijms22031066.","Badia-Villanueva M","Int J Mol Sci","2021","2021/01/26","PMC7866087","","10.3390/ijms22031066"
"35465161","Machine learning assisted analysis of breast cancer gene expression profiles reveals novel potential prognostic biomarkers for triple-negative breast cancer","Thalor A, Kumar Joon H, Singh G, Roy S, Gupta D.","Comput Struct Biotechnol J. 2022 Mar 24;20:1618-1631. doi: 10.1016/j.csbj.2022.03.019. eCollection 2022.","Thalor A","Comput Struct Biotechnol J","2022","2022/04/25","PMC9014315","","10.1016/j.csbj.2022.03.019"
"27345148","Autophosphorylation on S614 inhibits the activity and the transforming potential of BRAF","Dernayka L, Rauch N, Jarboui MA, Zebisch A, Texier Y, Horn N, Romano D, Gloeckner CJ, Kriegsheim Av, Ueffing M, Kolch W, Boldt K.","Cell Signal. 2016 Sep;28(9):1432-9. doi: 10.1016/j.cellsig.2016.06.016. Epub 2016 Jun 21.","Dernayka L","Cell Signal","2016","2016/06/28","","","10.1016/j.cellsig.2016.06.016"
"25333640","A synthesized nostocionone derivative potentiates programmed cell death in human T-cell leukemia Jurkat cells through mitochondria via the release of endonuclease G","Itoh T, Muramatsu Y, Masu M, Tsuge A, Taniguchi M, Ninomiya M, Ando M, Tsukamasa Y, Koketsu M.","Nutr Cancer. 2014;66(8):1414-23. doi: 10.1080/01635581.2014.956255. Epub 2014 Oct 21.","Itoh T","Nutr Cancer","2014","2014/10/22","","","10.1080/01635581.2014.956255"
"33022659","STARCH: copy number and clone inference from spatial transcriptomics data","Elyanow R, Zeira R, Land M, Raphael BJ.","Phys Biol. 2021 Mar 9;18(3):035001. doi: 10.1088/1478-3975/abbe99.","Elyanow R","Phys Biol","2021","2020/10/06","","","10.1088/1478-3975/abbe99"
"32435431","Evaluation of VEGF expression correlates with COX-2 expression in pleomorphic adenoma, mucoepidermoid carcinoma and adenoid cystic carcinoma","Shamloo N, Taghavi N, Yazdani F, Azimian P, Ahmadi S.","Dent Res J (Isfahan). 2020 Mar 17;17(2):100-106. eCollection 2020 Mar-Apr.","Shamloo N","Dent Res J (Isfahan)","2020","2020/05/22","PMC7224257","",""
"29187366","Cell confluence regulates claudin-2 expression: possible role for ZO-1 and Rac","Amoozadeh Y, Anwer S, Dan Q, Venugopal S, Shi Y, Branchard E, Liedtke E, Ailenberg M, Rotstein OD, Kapus A, Szászi K.","Am J Physiol Cell Physiol. 2018 Mar 1;314(3):C366-C378. doi: 10.1152/ajpcell.00234.2017. Epub 2017 Nov 29.","Amoozadeh Y","Am J Physiol Cell Physiol","2018","2017/12/01","","","10.1152/ajpcell.00234.2017"
"31301186","Dimethylaminoparthenolide reduces the incidence of dysplasia and ameliorates a wasting syndrome in HPV16-transgenic mice","Santos JMO, Moreira-Pais A, Neto T, Peixoto da Silva S, Oliveira PA, Ferreira R, Mendes J, Bastos MMSM, Lopes C, Casaca F, Silva S, Sweeney C, Medeiros R, Gil da Costa RM.","Drug Dev Res. 2019 Sep;80(6):824-830. doi: 10.1002/ddr.21565. Epub 2019 Jul 13.","Santos JMO","Drug Dev Res","2019","2019/07/14","","","10.1002/ddr.21565"
"23250756","The transcription factor paired-related homeobox 1 (Prrx1) inhibits adipogenesis by activating transforming growth factor-β (TGFβ) signaling","Du B, Cawthorn WP, Su A, Doucette CR, Yao Y, Hemati N, Kampert S, McCoin C, Broome DT, Rosen CJ, Yang G, MacDougald OA.","J Biol Chem. 2013 Feb 1;288(5):3036-47. doi: 10.1074/jbc.M112.440370. Epub 2012 Dec 17.","Du B","J Biol Chem","2013","2012/12/20","PMC3561528","","10.1074/jbc.M112.440370"
"30033361","Biology and Clinical Implications of the 19q13 Aggressive Prostate Cancer Susceptibility Locus","Gao P, Xia JH, Sipeky C, Dong XM, Zhang Q, Yang Y, Zhang P, Cruz SP, Zhang K, Zhu J, Lee HM, Suleman S, Giannareas N, Liu S; PRACTICAL Consortium, Tammela TLJ, Auvinen A, Wang X, Huang Q, Wang L, Manninen A, Vaarala MH, Wang L, Schleutker J, Wei GH.","Cell. 2018 Jul 26;174(3):576-589.e18. doi: 10.1016/j.cell.2018.06.003. Epub 2018 Jul 19.","Gao P","Cell","2018","2018/07/24","PMC6091222","NIHMS977478","10.1016/j.cell.2018.06.003"
"30171376","N-(3-oxo-acyl) homoserine lactone induced germ cell apoptosis and suppressed the over-activated RAS/MAPK tumorigenesis via mitochondrial-dependent ROS in C. elegans","Chen B, Cao X, Lu H, Wen P, Qi X, Chen S, Wu L, Li C, Xu A, Zhao G.","Apoptosis. 2018 Dec;23(11-12):626-640. doi: 10.1007/s10495-018-1478-3.","Chen B","Apoptosis","2018","2018/09/02","","","10.1007/s10495-018-1478-3"
"27076852","ARNT2 Regulates Tumoral Growth in Oral Squamous Cell Carcinoma","Kimura Y, Kasamatsu A, Nakashima D, Yamatoji M, Minakawa Y, Koike K, Fushimi K, Higo M, Endo-Sakamoto Y, Shiiba M, Tanzawa H, Uzawa K.","J Cancer. 2016 Mar 26;7(6):702-10. doi: 10.7150/jca.14208. eCollection 2016.","Kimura Y","J Cancer","2016","2016/04/15","PMC4829557","","10.7150/jca.14208"
"34692207","Machine learning-based rapid diagnosis of human borderline ovarian cancer on second-harmonic generation images","Wang G, Sun Y, Jiang S, Wu G, Liao W, Chen Y, Lin Z, Liu Z, Zhuo S.","Biomed Opt Express. 2021 Aug 16;12(9):5658-5669. doi: 10.1364/BOE.429918. eCollection 2021 Sep 1.","Wang G","Biomed Opt Express","2021","2021/10/25","PMC8515988","","10.1364/BOE.429918"
"24633916","Inhibition of palmitate-induced GADD34 expression augments apoptosis in mouse insulinoma cells (MIN6)","Fransson L, Sjöholm A, Ortsäter H.","Cell Biochem Funct. 2014 Jul;32(5):445-52. doi: 10.1002/cbf.3036. Epub 2014 Mar 13.","Fransson L","Cell Biochem Funct","2014","2014/03/18","","","10.1002/cbf.3036"
"25608483","Transcriptome analysis reveals in vitro cultured Withania somnifera leaf and root tissues as a promising source for targeted withanolide biosynthesis","Senthil K, Jayakodi M, Thirugnanasambantham P, Lee SC, Duraisamy P, Purushotham PM, Rajasekaran K, Nancy Charles S, Mariam Roy I, Nagappan AK, Kim GS, Lee YS, Natesan S, Min TS, Yang TJ.","BMC Genomics. 2015 Jan 22;16(1):14. doi: 10.1186/s12864-015-1214-0.","Senthil K","BMC Genomics","2015","2015/01/23","PMC4310147","","10.1186/s12864-015-1214-0"
"32982737","Theaflavin Induces Apoptosis of A375 Human Melanoma Cells and Inhibits Tumor Growth in Xenograft Zebrafishes Through P53- and JNK-Related Mechanism","Zhang L, Yan B, Meng S, Zhou L, Xu Y, Du W, Shan L.","Front Pharmacol. 2020 Aug 31;11:1317. doi: 10.3389/fphar.2020.01317. eCollection 2020.","Zhang L","Front Pharmacol","2020","2020/09/28","PMC7490558","","10.3389/fphar.2020.01317"
"34121134","[(99m)Tc]Tc-Galacto-RGD(2) integrin α(v)β(3)-targeted imaging as a surrogate for molecular phenotyping in lung cancer: real-world data","Fu J, Xie Y, Fu T, Qiu F, Yu F, Qu W, Yao X, Zhang A, Yang Z, Shao G, Meng Q, Shi X, Huang Y, Gu W, Wang F.","EJNMMI Res. 2021 Jun 13;11(1):59. doi: 10.1186/s13550-021-00801-x.","Fu J","EJNMMI Res","2021","2021/06/14","PMC8200335","","10.1186/s13550-021-00801-x"
"27439430","Prognostic value of quality of life score in disease-free survivors of surgically-treated lung cancer","Yun YH, Kim YA, Sim JA, Shin AS, Chang YJ, Lee J, Kim MS, Shim YM, Zo JL.","BMC Cancer. 2016 Jul 20;16:505. doi: 10.1186/s12885-016-2504-x.","Yun YH","BMC Cancer","2016","2016/07/22","PMC4952058","","10.1186/s12885-016-2504-x"
"30118500","Trans-chalcone increases p53 activity via DNAJB1/HSP40 induction and CRM1 inhibition","Silva G, Marins M, Chaichanasak N, Yoon Y, Fachin AL, Pinhanelli VC, Regasini LO, Dos Santos MB, Ayusso GM, Marques BC, Wu WW, Phue JN, Shen RF, Baek SJ.","PLoS One. 2018 Aug 17;13(8):e0202263. doi: 10.1371/journal.pone.0202263. eCollection 2018.","Silva G","PLoS One","2018","2018/08/18","PMC6097677","","10.1371/journal.pone.0202263"
"29212184","Cordycepin and a preparation from Cordyceps militaris inhibit malignant transformation and proliferation by decreasing EGFR and IL-17RA signaling in a murine oral cancer model","Hsu PY, Lin YH, Yeh EL, Lo HC, Hsu TH, Su CC.","Oncotarget. 2017 Oct 4;8(55):93712-93728. doi: 10.18632/oncotarget.21477. eCollection 2017 Nov 7.","Hsu PY","Oncotarget","2017","2017/12/08","PMC5706830","","10.18632/oncotarget.21477"
"34097714","Sex and kidney ACE2 expression in primary focal segmental glomerulosclerosis: A NEPTUNE study","Maksimowski NA, Scholey JW, Williams VR; Nephrotic Syndrome Study Network (NEPTUNE).","PLoS One. 2021 Jun 7;16(6):e0252758. doi: 10.1371/journal.pone.0252758. eCollection 2021.","Maksimowski NA","PLoS One","2021","2021/06/07","PMC8184004","","10.1371/journal.pone.0252758"
"32403415","The Proteasome Inhibitor Ixazomib Inhibits the Formation and Growth of Pulmonary and Abdominal Osteosarcoma Metastases in Mice","Harris MA, Miles MA, Shekhar TM, Cerra C, Georgy SR, Ryan SD, Cannon CM, Hawkins CJ.","Cancers (Basel). 2020 May 11;12(5):1207. doi: 10.3390/cancers12051207.","Harris MA","Cancers (Basel)","2020","2020/05/15","PMC7281181","","10.3390/cancers12051207"
"35501486","A T cell resilience model associated with response to immunotherapy in multiple tumor types","Zhang Y, Trang V, Palmer DC, Kishton RJ, Gong L, Huang J, Nguyen T, Chen Z, Smith C, Livák F, Paul R, Day CP, Wu C, Merlino G, Aldape K, Guan XY, Jiang P.","Nat Med. 2022 May 2. doi: 10.1038/s41591-022-01799-y. Online ahead of print.","Zhang Y","Nat Med","2022","2022/05/02","","","10.1038/s41591-022-01799-y"
"31575864","Framework engineering to produce dominant T cell receptors with enhanced antigen-specific function","Thomas S, Mohammed F, Reijmers RM, Woolston A, Stauss T, Kennedy A, Stirling D, Holler A, Green L, Jones D, Matthews KK, Price DA, Chain BM, Heemskerk MHM, Morris EC, Willcox BE, Stauss HJ.","Nat Commun. 2019 Oct 1;10(1):4451. doi: 10.1038/s41467-019-12441-w.","Thomas S","Nat Commun","2019","2019/10/03","PMC6773850","","10.1038/s41467-019-12441-w"
"31112086","Adding a Model-free Diffusion MRI Marker to BI-RADS Assessment Improves Specificity for Diagnosing Breast Lesions","Goto M, Le Bihan D, Yoshida M, Sakai K, Yamada K.","Radiology. 2019 Jul;292(1):84-93. doi: 10.1148/radiol.2019181780. Epub 2019 May 21.","Goto M","Radiology","2019","2019/05/22","","","10.1148/radiol.2019181780"
"27085312","Evaluation of radionuclides transfer from soil-to-edible flora and estimation of radiological dose to the Malaysian populace","Khandaker MU, Mohd Nasir NL, Asaduzzaman K, Olatunji MA, Amin YM, Kassim HA, Bradley DA, Jojo PJ, Alrefae T.","Chemosphere. 2016 Jul;154:528-536. doi: 10.1016/j.chemosphere.2016.03.121. Epub 2016 Apr 14.","Khandaker MU","Chemosphere","2016","2016/04/18","","","10.1016/j.chemosphere.2016.03.121"
"27512757","Functional Roles of Wilms’ Tumor 1 (WT1) in Malignant Brain Tumors","Kijima N, Hashimoto N, Chiba Y, Fujimoto Y, Sugiyama H, Yoshimine T.","In: van den Heuvel-Eibrink MM, editor. Wilms Tumor [Internet]. Brisbane (AU): Codon Publications; 2016 Mar. Chapter 15.","Kijima N","Wilms Tumor","2016","2016/03/01","","","10.15586/codon.wt.2016.ch15"
"25886721","EGFR Mutant Structural Database: computationally predicted 3D structures and the corresponding binding free energies with gefitinib and erlotinib","Ma L, Wang DD, Huang Y, Yan H, Wong MP, Lee VH.","BMC Bioinformatics. 2015 Mar 14;16:85. doi: 10.1186/s12859-015-0522-3.","Ma L","BMC Bioinformatics","2015","2015/04/19","PMC4364680","","10.1186/s12859-015-0522-3"
"25801121","Hyperoxia-induced immature brain injury through the TLR4 signaling pathway in newborn mice","Liu Y, Jiang P, Du M, Chen K, Chen A, Wang Y, Cao F, Deng S, Xu Y.","Brain Res. 2015 Jun 12;1610:51-60. doi: 10.1016/j.brainres.2015.03.021. Epub 2015 Mar 21.","Liu Y","Brain Res","2015","2015/03/25","","","10.1016/j.brainres.2015.03.021"
"25843866","Mechanistic insights into cellular immunity of chondroitin sulfate A and its zwitterionic N-deacetylated derivatives","Zhang W, Sun F, Niu H, Wang Q, Duan J.","Carbohydr Polym. 2015 Jun 5;123:331-8. doi: 10.1016/j.carbpol.2015.01.059. Epub 2015 Feb 3.","Zhang W","Carbohydr Polym","2015","2015/04/07","","","10.1016/j.carbpol.2015.01.059"
"31315252","Small Cell Lung Cancer Therapeutic Responses Through Fractal Measurements: From Radiology to Mitochondrial Biology","Mambetsariev I, Mirzapoiazova T, Lennon F, Jolly MK, Li H, Nasser MW, Vora L, Kulkarni P, Batra SK, Salgia R.","J Clin Med. 2019 Jul 16;8(7):1038. doi: 10.3390/jcm8071038.","Mambetsariev I","J Clin Med","2019","2019/07/19","PMC6679065","","10.3390/jcm8071038"
"31740775","Translational reprogramming marks adaptation to asparagine restriction in cancer","Pathria G, Lee JS, Hasnis E, Tandoc K, Scott DA, Verma S, Feng Y, Larue L, Sahu AD, Topisirovic I, Ruppin E, Ronai ZA.","Nat Cell Biol. 2019 Dec;21(12):1590-1603. doi: 10.1038/s41556-019-0415-1. Epub 2019 Nov 18.","Pathria G","Nat Cell Biol","2019","2019/11/20","PMC7307327","NIHMS1540628","10.1038/s41556-019-0415-1"
"28810190","Design, synthesis and biological evaluation of novel 2-methoxyestradiol analogs as dual selective estrogen receptor modulators (SERMs) and antiangiogenic agents","Lao K, Wang Y, Chen M, Zhang J, You Q, Xiang H.","Eur J Med Chem. 2017 Oct 20;139:390-400. doi: 10.1016/j.ejmech.2017.08.016. Epub 2017 Aug 7.","Lao K","Eur J Med Chem","2017","2017/08/16","","","10.1016/j.ejmech.2017.08.016"
"35321657","RAD6 Positively Affects Tumorigenesis of Esophageal Squamous Cell Carcinoma by Regulating Histone Ubiquitination of CCNB1","Deng Y, Li Y, Wu T, Chen X, Li X, Cai K, Wu X.","Biol Proced Online. 2022 Mar 23;24(1):4. doi: 10.1186/s12575-022-00165-z.","Deng Y","Biol Proced Online","2022","2022/03/24","PMC8943946","","10.1186/s12575-022-00165-z"
"27177089","Identification of a functional variant for colorectal cancer risk mapping to chromosome 5q31.1","Ke J, Lou J, Chen X, Li J, Liu C, Gong Y, Yang Y, Zhu Y, Zhang Y, Tian J, Chang J, Zhong R, Gong J, Miao X.","Oncotarget. 2016 Jun 7;7(23):35199-207. doi: 10.18632/oncotarget.9298.","Ke J","Oncotarget","2016","2016/05/14","PMC5085221","","10.18632/oncotarget.9298"
"28600799","Extracellular matrix protein laminin enhances mesenchymal stem cell (MSC) paracrine function through αvβ3/CD61 integrin to reduce cardiomyocyte apoptosis","Peng KY, Liu YH, Li YW, Yen BL, Yen ML.","J Cell Mol Med. 2017 Aug;21(8):1572-1583. doi: 10.1111/jcmm.13087. Epub 2017 Jun 9.","Peng KY","J Cell Mol Med","2017","2017/06/11","PMC5543513","","10.1111/jcmm.13087"
"28656252","Unconjugated bilirubin ameliorates the inflammation and digestive protease increase in TNBS-induced colitis","Zhou JA, Jiang M, Yang X, Liu Y, Guo J, Zheng J, Qu Y, Song Y, Li R, Qin X, Wang X.","Mol Med Rep. 2017 Aug;16(2):1779-1784. doi: 10.3892/mmr.2017.6825. Epub 2017 Jun 21.","Zhou JA","Mol Med Rep","2017","2017/06/29","PMC5562003","","10.3892/mmr.2017.6825"
"33996536","Expression of Myoglobin in Normal and Cancer Brain Tissues: Correlation With Hypoxia Markers","Elsherbiny ME, Shaaban M, El-Tohamy R, Elkholi IE, Hammam OA, Magdy M, Allalunis-Turner J, Emara M.","Front Oncol. 2021 Apr 30;11:590771. doi: 10.3389/fonc.2021.590771. eCollection 2021.","Elsherbiny ME","Front Oncol","2021","2021/05/17","PMC8120281","","10.3389/fonc.2021.590771"
"32127931","MRPS16 facilitates tumor progression via the PI3K/AKT/Snail signaling axis","Wang Z, Li J, Long X, Jiao L, Zhou M, Wu K.","J Cancer. 2020 Feb 3;11(8):2032-2043. doi: 10.7150/jca.39671. eCollection 2020.","Wang Z","J Cancer","2020","2020/03/05","PMC7052926","","10.7150/jca.39671"
"24021714","An unusual cuticular tumor-like growth on the abdomen of a lobster, Homarus americanus","Shields JD, Small HJ.","J Invertebr Pathol. 2013 Nov;114(3):245-9. doi: 10.1016/j.jip.2013.08.013. Epub 2013 Sep 8.","Shields JD","J Invertebr Pathol","2013","2013/09/12","","","10.1016/j.jip.2013.08.013"
"31541772","Molecular networking-based strategy for the discovery of polyacetylated 18-norspirostanol saponins from Trillium tschonoskii maxim","Li D, Liu H, Ni W, Xiao WL, He L, Guo ZY, Qin XJ, Liu HY.","Phytochemistry. 2019 Dec;168:112125. doi: 10.1016/j.phytochem.2019.112125. Epub 2019 Sep 18.","Li D","Phytochemistry","2019","2019/09/22","","","10.1016/j.phytochem.2019.112125"
"34841716","Baicalein resensitizes tamoxifen-resistant breast cancer cells by reducing aerobic glycolysis and reversing mitochondrial dysfunction via inhibition of hypoxia-inducible factor-1α","Chen Y, Zhang J, Zhang M, Song Y, Zhang Y, Fan S, Ren S, Fu L, Zhang N, Hui H, Shen X.","Clin Transl Med. 2021 Nov;11(11):e577. doi: 10.1002/ctm2.577.","Chen Y","Clin Transl Med","2021","2021/11/29","PMC8567056","","10.1002/ctm2.577"
"25499972","BCL-2 family protein, BAD is down-regulated in breast cancer and inhibits cell invasion","Cekanova M, Fernando RI, Siriwardhana N, Sukhthankar M, Parra C, Woraratphoka J, Malone C, Ström A, Baek SJ, Wade PA, Saxton AM, Donnell RM, Pestell RG, Dharmawardhane S, Wimalasena J.","Exp Cell Res. 2015 Feb 1;331(1):1-10. doi: 10.1016/j.yexcr.2014.11.016. Epub 2014 Dec 9.","Cekanova M","Exp Cell Res","2015","2014/12/16","PMC4304679","NIHMS651616","10.1016/j.yexcr.2014.11.016"
"29212474","Coptis Chinensis affects the function of glioma cells through the down-regulation of phosphorylation of STAT3 by reducing HDAC3","Li J, Ni L, Li B, Wang M, Ding Z, Xiong C, Lu X.","BMC Complement Altern Med. 2017 Dec 6;17(1):524. doi: 10.1186/s12906-017-2029-0.","Li J","BMC Complement Altern Med","2017","2017/12/08","PMC5719523","","10.1186/s12906-017-2029-0"
"27310139","Prothymosin-α Variants Elicit Anti-HIV-1 Response via TLR4 Dependent and Independent Pathways","Gusella GL, Teixeira A, Aberg J, Uversky VN, Mosoian A.","PLoS One. 2016 Jun 16;11(6):e0156486. doi: 10.1371/journal.pone.0156486. eCollection 2016.","Gusella GL","PLoS One","2016","2016/06/17","PMC4910978","","10.1371/journal.pone.0156486"
"34298757","New Target for Precision Medicine Treatment of Giant-Cell Tumor of Bone: Sunitinib Is Effective in the Treatment of Neoplastic Stromal Cells with Activated PDGFRβ Signaling","Mahdal M, Neradil J, Mudry P, Paukovcekova S, Staniczkova Zambo I, Urban J, Macsek P, Pazourek L, Tomas T, Veselska R.","Cancers (Basel). 2021 Jul 15;13(14):3543. doi: 10.3390/cancers13143543.","Mahdal M","Cancers (Basel)","2021","2021/07/24","PMC8305892","","10.3390/cancers13143543"
"33147753","The Significance of Fibrosis Quantification as a Marker in Assessing Pseudo-Capsule Status and Clear Cell Renal Cell Carcinoma Prognosis","Qin C, Yin H, Liu H, Liu F, Du Y, Xu T.","Diagnostics (Basel). 2020 Nov 2;10(11):895. doi: 10.3390/diagnostics10110895.","Qin C","Diagnostics (Basel)","2020","2020/11/05","PMC7692106","","10.3390/diagnostics10110895"
"35182058","Determining The Role of MicroRNAs in Self-Renewal, Metastasis and Resistance to Drugs in Human Gastric Cancer Based on Data Mining Approaches: A Systematic Review","Azimi M, Totonchi M, Ebrahimi M.","Cell J. 2022 Jan;24(1):1-6. doi: 10.22074/cellj.2022.7173.","Azimi M","Cell J","2022","2022/02/19","PMC8876259","","10.22074/cellj.2022.7173"
"27671770","MnTE-2-PyP modulates thiol oxidation in a hydrogen peroxide-mediated manner in a human prostate cancer cell","Tong Q, Zhu Y, Galaske JW, Kosmacek EA, Chatterjee A, Dickinson BC, Oberley-Deegan RE.","Free Radic Biol Med. 2016 Dec;101:32-43. doi: 10.1016/j.freeradbiomed.2016.09.019. Epub 2016 Sep 24.","Tong Q","Free Radic Biol Med","2016","2016/11/05","PMC5486925","NIHMS822304","10.1016/j.freeradbiomed.2016.09.019"
"21833470","A novel cromakalim analogue induces cell cycle arrest and apoptosis in human cervical carcinoma HeLa cells through the caspase- and mitochondria-dependent pathway","Zhang X, Zhao J, Kang S, Yi M, You S, Shin DS, Kim DK.","Int J Oncol. 2011 Dec;39(6):1609-17. doi: 10.3892/ijo.2011.1153. Epub 2011 Aug 9.","Zhang X","Int J Oncol","2011","2011/08/12","","","10.3892/ijo.2011.1153"
"34206656","Single Domain Antibodies as Carriers for Intracellular Drug Delivery: A Proof of Principle Study","Pronk SD, Schooten E, Heinen J, Helfrich E, Oliveira S, van Bergen En Henegouwen PMP.","Biomolecules. 2021 Jun 22;11(7):927. doi: 10.3390/biom11070927.","Pronk SD","Biomolecules","2021","2021/07/02","PMC8301836","","10.3390/biom11070927"
"29432174","Naked mole rats can undergo developmental, oncogene-induced and DNA damage-induced cellular senescence","Zhao Y, Tyshkovskiy A, Muñoz-Espín D, Tian X, Serrano M, de Magalhaes JP, Nevo E, Gladyshev VN, Seluanov A, Gorbunova V.","Proc Natl Acad Sci U S A. 2018 Feb 20;115(8):1801-1806. doi: 10.1073/pnas.1721160115. Epub 2018 Feb 5.","Zhao Y","Proc Natl Acad Sci U S A","2018","2018/02/13","PMC5828632","","10.1073/pnas.1721160115"
"21527754","Amyloid beta enhances migration of endothelial progenitor cells by upregulating CX3CR1 in response to fractalkine, which may be associated with development of choroidal neovascularization","Wang J, Ohno-Matsui K, Nakahama K, Okamoto A, Yoshida T, Shimada N, Mochizuki M, Morita I.","Arterioscler Thromb Vasc Biol. 2011 Jul;31(7):e11-8. doi: 10.1161/ATVBAHA.110.215517. Epub 2011 Apr 28.","Wang J","Arterioscler Thromb Vasc Biol","2011","2011/04/30","","","10.1161/ATVBAHA.110.215517"
"29729919","Maternal late-gestation metabolic stress is associated with changes in immune and metabolic responses of dairy calves","Ling T, Hernandez-Jover M, Sordillo LM, Abuelo A.","J Dairy Sci. 2018 Jul;101(7):6568-6580. doi: 10.3168/jds.2017-14038. Epub 2018 May 3.","Ling T","J Dairy Sci","2018","2018/05/07","","","10.3168/jds.2017-14038"
"28425936","Genistein Ameliorates Ischemia/Reperfusion-Induced Renal Injury in a SIRT1-Dependent Manner","Li WF, Yang K, Zhu P, Zhao HQ, Song YH, Liu KC, Huang WF.","Nutrients. 2017 Apr 20;9(4):403. doi: 10.3390/nu9040403.","Li WF","Nutrients","2017","2017/04/21","PMC5409742","","10.3390/nu9040403"
"25051027","A whole recombinant yeast-based therapeutic vaccine elicits HBV X, S and Core specific T cells in mice and activates human T cells recognizing epitopes linked to viral clearance","King TH, Kemmler CB, Guo Z, Mann D, Lu Y, Coeshott C, Gehring AJ, Bertoletti A, Ho ZZ, Delaney W, Gaggar A, Subramanian GM, McHutchison JG, Shrivastava S, Lee YJ, Kottilil S, Bellgrau D, Rodell T, Apelian D.","PLoS One. 2014 Jul 22;9(7):e101904. doi: 10.1371/journal.pone.0101904. eCollection 2014.","King TH","PLoS One","2014","2014/07/23","PMC4106793","","10.1371/journal.pone.0101904"
"21714772","Pro-oxidant and antiproliferative effects of the 1,3,4-thiadiazole-based Schiff base and its metal complexes","Turan N, Topçu MF, Ergin Z, Sandal S, Tuzcu M, Akpolat N, Yilmaz B, Sekerci M, Karatepe M.","Drug Chem Toxicol. 2011 Oct;34(4):369-78. doi: 10.3109/01480545.2011.564177. Epub 2011 Jun 30.","Turan N","Drug Chem Toxicol","2011","2011/07/01","","","10.3109/01480545.2011.564177"
"33767985","In Vivo Efficacy and Toxicity of Curcumin Nanoparticles in Breast Cancer Treatment: A Systematic Review","Ombredane AS, Silva VRP, Andrade LR, Pinheiro WO, Simonelly M, Oliveira JV, Pinheiro AC, Gonçalves GF, Felice GJ, Garcia MP, Campos PM, Luz GVS, Joanitti GA.","Front Oncol. 2021 Mar 9;11:612903. doi: 10.3389/fonc.2021.612903. eCollection 2021.","Ombredane AS","Front Oncol","2021","2021/03/26","PMC7986721","","10.3389/fonc.2021.612903"
"35138851","Identification of 2-Aminopyrimidine Derivatives as FLT3 Kinase Inhibitors with High Selectivity over c-KIT","Tong L, Wang P, Li X, Dong X, Hu X, Wang C, Liu T, Li J, Zhou Y.","J Med Chem. 2022 Feb 24;65(4):3229-3248. doi: 10.1021/acs.jmedchem.1c01792. Epub 2022 Feb 9.","Tong L","J Med Chem","2022","2022/02/09","","","10.1021/acs.jmedchem.1c01792"
"35242685","Modeling effective tumor burden of primary lesion and metastatic lymph node in breast cancer patients from the SEER database","Hu T, Wu J, Long M, Zhou X, Wang S.","Gland Surg. 2022 Jan;11(1):236-244. doi: 10.21037/gs-21-919.","Hu T","Gland Surg","2022","2022/03/04","PMC8825528","","10.21037/gs-21-919"
"23041150","Astragaloside IV attenuates Toll-like receptor 4 expression via NF-κB pathway under high glucose condition in mesenchymal stem cells","Li M, Yu L, She T, Gan Y, Liu F, Hu Z, Chen Y, Li S, Xia H.","Eur J Pharmacol. 2012 Dec 5;696(1-3):203-9. doi: 10.1016/j.ejphar.2012.09.033. Epub 2012 Oct 3.","Li M","Eur J Pharmacol","2012","2012/10/09","","","10.1016/j.ejphar.2012.09.033"
"34958114","Methylation and mutation of the inhibin‑α gene in human melanoma cells and regulation of PTEN expression and AKT/PI3K signaling by a demethylating agent","Ko H, Ahn HJ, Kim YI.","Oncol Rep. 2022 Feb;47(2):37. doi: 10.3892/or.2021.8248. Epub 2021 Dec 27.","Ko H","Oncol Rep","2022","2021/12/27","","","10.3892/or.2021.8248"
"23466355","Sema4d is required for the development of the hindbrain boundary and skeletal muscle in zebrafish","Yang J, Zeng Z, Wei J, Jiang L, Ma Q, Wu M, Huang X, Ye S, Li Y, Ma D, Gao Q.","Biochem Biophys Res Commun. 2013 Apr 5;433(2):213-9. doi: 10.1016/j.bbrc.2013.02.085. Epub 2013 Mar 4.","Yang J","Biochem Biophys Res Commun","2013","2013/03/08","","","10.1016/j.bbrc.2013.02.085"
